PHASE 1 ACTUAL WORLD BUILD REPORT
Scene: Assets/Scenes/SampleScene.unity
Built: 8/4/2026 10:32:19 PM

MAIN GATE TERRAIN SEARCH: position=(178.95, 37.35, 402.11) | patch radius=28.0m | height range=20.2m | average slope=18.4 degrees | normalized elevation=0.12
MOUNTAIN VILLAGE TERRAIN SEARCH: position=(294.47, 27.13, 240.53) | patch radius=30.0m | height range=29.4m | average slope=20.4 degrees | normalized elevation=0.08
FLATLAND CASTLE TERRAIN SEARCH: position=(82.11, 4.78, 167.89) | patch radius=52.0m | height range=4.2m | average slope=6.2 degrees | normalized elevation=0.02
ROUTE DISTANCES:
Spawn -> Gate: 196.5m
Gate -> Village: 198.9m
Village -> Castle: 225.6m

OK: Main Gate Arch | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_archPointy_decorated_gate.prefab | pos (178.95, 37.36, 402.11)
OK: Castle Right Wall 4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (118.11, 5.95, 219.89)
OK: Castle Rear Wall -4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (50.11, 9.09, 223.89)
OK: Castle Rear Wall -3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (58.11, 9.50, 223.89)
OK: Castle Rear Wall -2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (66.11, 11.19, 223.89)
OK: Castle Rear Wall -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (74.11, 11.25, 223.89)
OK: Castle Rear Wall 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (82.11, 9.04, 223.89)
OK: Castle Rear Wall 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricksBroken.prefab | pos (90.11, 7.82, 223.89)
OK: Castle Rear Wall 2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (98.11, 8.56, 223.89)
OK: Castle Rear Wall 3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (106.11, 8.68, 223.89)
OK: Castle Rear Wall 4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (114.11, 6.83, 223.89)
OK: Castle Stairs | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_stairs.prefab | pos (58.11, 8.71, 212.89)
OK: Dungeon Floor 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (73.11, 9.29, 208.89)
OK: Dungeon Left Wall 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (77.18, 8.21, 207.88)
OK: Dungeon Right Wall 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (69.03, 9.85, 209.91)
OK: Dungeon Candle 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_candleGroup_A.prefab | pos (75.80, 8.56, 207.71)
OK: Dungeon Floor 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (72.36, 9.01, 205.89)
OK: Dungeon Left Wall 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (76.43, 7.99, 204.88)
OK: Dungeon Right Wall 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (68.28, 9.51, 206.91)
OK: Dungeon Floor 2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles_broken.prefab | pos (71.61, 8.72, 202.89)
OK: Dungeon Left Wall 2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (75.68, 7.77, 201.88)
OK: Dungeon Right Wall 2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricksBroken.prefab | pos (67.53, 9.35, 203.91)
OK: Dungeon Candle 2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_candleGroup_A.prefab | pos (74.30, 8.04, 201.71)
OK: Dungeon Broken Bench 2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_bench_broken.prefab | pos (69.18, 9.10, 203.50)
OK: Dungeon Skull 2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_skull.prefab | pos (69.28, 8.93, 202.65)
OK: Dungeon Floor 3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (70.86, 8.40, 199.89)
OK: Dungeon Left Wall 3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricksBroken.prefab | pos (74.93, 7.68, 198.88)
OK: Dungeon Right Wall 3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (66.78, 8.86, 200.91)
OK: Dungeon Arch 3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_archRound.prefab | pos (70.86, 8.40, 199.89)
OK: Dungeon Floor 4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (70.11, 8.08, 196.89)
OK: Dungeon Left Wall 4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (74.18, 7.28, 195.88)
OK: Dungeon Right Wall 4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (66.03, 8.53, 197.91)
OK: Dungeon Candle 4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_candleGroup_A.prefab | pos (72.80, 7.51, 195.71)
OK: Dungeon Entrance Arch | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_archRound.prefab | pos (73.11, 9.29, 208.89)
OK: Prison Hall Floor -2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (70.11, 7.95, 195.89)
OK: Prison Hall Floor -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (70.11, 8.51, 199.89)
OK: Prison Hall Floor 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (70.11, 9.03, 203.89)
OK: Prison Hall Floor 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles_broken.prefab | pos (70.11, 9.55, 207.89)
OK: Prison Hall Floor 2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (70.11, 10.00, 211.89)
OK: Prison Rear Wall | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (70.11, 10.51, 215.89)
OK: Left Cell Back Wall -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (59.11, 8.09, 197.89)
OK: Left Cell Side Wall A -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (63.11, 8.12, 193.89)
OK: Left Cell Side Wall B -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (63.11, 8.86, 201.89)
OK: Left Cell Door Left -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesLOW_URP/obj_metalDoor_left_LOW.prefab | pos (66.36, 10.06, 197.01)
OK: Left Cell Door Right -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesLOW_URP/obj_metalDoor_right_LOW.prefab | pos (66.36, 10.27, 198.77)
OK: Left Cell Chain -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_chain_hang_A.prefab | pos (61.31, 8.39, 197.89)
OK: Left Cell Coffin -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_coffin_A.prefab | pos (61.71, 8.52, 199.29)
OK: Left Cell Back Wall 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (59.11, 8.47, 205.89)
OK: Left Cell Side Wall A 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (63.11, 8.86, 201.89)
OK: Left Cell Side Wall B 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (63.11, 9.46, 209.89)
OK: Left Cell Door Left 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesLOW_URP/obj_metalDoor_left_LOW.prefab | pos (66.36, 10.94, 205.01)
OK: Left Cell Door Right 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesLOW_URP/obj_metalDoor_right_LOW.prefab | pos (66.36, 11.12, 206.77)
OK: Left Cell Chain 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_chain_hang_A.prefab | pos (61.31, 8.90, 205.89)
OK: Left Cell Back Wall 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricksBroken.prefab | pos (59.11, 9.08, 213.89)
OK: Left Cell Side Wall A 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (63.11, 9.46, 209.89)
OK: Left Cell Side Wall B 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (63.11, 10.06, 217.89)
OK: Left Cell Door Left 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesLOW_URP/obj_metalDoor_left_LOW.prefab | pos (66.36, 11.73, 213.01)
OK: Left Cell Door Right 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesLOW_URP/obj_metalDoor_right_LOW.prefab | pos (66.36, 11.90, 214.77)
OK: Left Cell Chain 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_chain_hang_A.prefab | pos (61.31, 9.40, 213.89)
OK: Left Cell Coffin 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_coffin_A.prefab | pos (61.71, 9.57, 215.29)
OK: Right Cell Back Wall -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (81.11, 6.17, 197.89)
OK: Right Cell Side Wall A -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (77.11, 6.50, 193.89)
OK: Right Cell Side Wall B -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (77.11, 7.44, 201.89)
OK: Right Cell Door Left -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesLOW_URP/obj_metalDoor_left_LOW.prefab | pos (73.86, 9.12, 197.01)
OK: Right Cell Door Right -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesLOW_URP/obj_metalDoor_right_LOW.prefab | pos (73.86, 9.36, 198.77)
OK: Right Cell Chain -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_chain_hang_A.prefab | pos (78.91, 6.58, 197.89)
OK: Right Cell Coffin -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_coffin_A.prefab | pos (78.51, 6.79, 199.29)
OK: Right Cell Back Wall 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (81.11, 7.01, 205.89)
OK: Right Cell Side Wall A 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (77.11, 7.44, 201.89)
OK: Right Cell Side Wall B 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (77.11, 8.57, 209.89)
OK: Right Cell Door Left 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesLOW_URP/obj_metalDoor_left_LOW.prefab | pos (73.86, 10.24, 205.01)
OK: Right Cell Door Right 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesLOW_URP/obj_metalDoor_right_LOW.prefab | pos (73.86, 10.51, 206.77)
OK: Right Cell Chain 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_chain_hang_A.prefab | pos (78.91, 7.52, 205.89)
OK: Right Cell Coffin 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_coffin_A.prefab | pos (78.51, 7.79, 207.29)
OK: Right Cell Back Wall 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricksBroken.prefab | pos (81.11, 8.17, 213.89)
OK: Right Cell Side Wall A 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (77.11, 8.57, 209.89)
OK: Right Cell Side Wall B 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (77.11, 9.74, 217.89)
OK: Right Cell Door Left 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesLOW_URP/obj_metalDoor_left_LOW.prefab | pos (73.86, 11.39, 213.01)
OK: Right Cell Door Right 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesLOW_URP/obj_metalDoor_right_LOW.prefab | pos (73.86, 11.64, 214.77)
OK: Right Cell Chain 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_chain_hang_A.prefab | pos (78.91, 8.63, 213.89)
OK: Right Cell Coffin 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_coffin_A.prefab | pos (78.51, 8.92, 215.29)
OK: Prison Hall Candle -2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_candleGroup_A.prefab | pos (67.81, 8.19, 195.89)
OK: Prison Hall Candle -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_candleGroup_A.prefab | pos (67.81, 8.69, 199.89)
OK: Prison Hall Candle 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_candleGroup_A.prefab | pos (67.81, 9.18, 203.89)
OK: Prison Hall Candle 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_candleGroup_A.prefab | pos (67.81, 9.64, 207.89)
OK: Prison Hall Candle 2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_candleGroup_A.prefab | pos (67.81, 10.05, 211.89)
OK: Key Maker Chain A | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_chain_hang_A.prefab | pos (61.61, 8.90, 204.99)
OK: Key Maker Chain B | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_chain_hang_A.prefab | pos (61.61, 9.01, 206.79)
OK: Imprisoned Key Maker | Assets/Polytope Studio/Lowpoly_Characters/Prefabs/Modular_NPC/Peasants_Citizens/Sets/PT_Male_Peasant_01.prefab | pos (61.71, 9.10, 205.89)
OK: Prison Warning Skull | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_skull.prefab | pos (71.61, 8.13, 198.89)
OK: Boss Arena Skull Column 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_columnSkull_large.prefab | pos (95.11, 7.61, 216.89)
OK: Boss Arena Skull Column 2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_columnSkull_large.prefab | pos (117.11, 5.85, 216.89)
OK: Boss Arena Skull Column 3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_columnSkull_large.prefab | pos (95.11, 9.58, 238.89)
OK: Boss Arena Skull Column 4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_columnSkull_large.prefab | pos (117.11, 7.71, 238.89)
OK: Castle Guardian Boss | Assets/Malbers Animations/Dragons/8 - Kuzar the Magnificent/Model/Kuzar the Magnificent.prefab | pos (106.11, 9.18, 227.89)
OK: Boss Reward Chest | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_chest_close.prefab | pos (106.11, 10.55, 239.89)
